Subject Number,Country,Site,Date,Time,Civilian,Date of Birth,Age (Years),Birth State,Occupation,Education,Number of Children,Fitness,Car Make,Car Year,Car Model,Gender,Race,Reported Height (cm),Reported Height (in),Reported Weight (kg),Reported Weight (lbs),Subgroup Number,Marital Status,Family Income IT,Shoe Size IT,Jacket Size IT,Pants Size Waist IT,Pants Size Waist,Pants Size Inseam IT,Pants Size Inseam,Blouse Size,Pants Size Woman IT,Bra Size
4600,Italy,Genoa2 IT,18/10/2001,17:23:32,Yes,05/12/1973,27.9,Liguria,Other Specialty Occupation,High School,0,4-6,No Response,,No Response,Male,Italy/Italian,170.00,66.93,59.00,130.07,0,Single,Don't Know,42.0,46 or Smaller,Don't Know,Don't Know,Don't Know,Don't Know,,,
4601,Italy,Genoa2 IT,18/10/2001,17:39:25,Yes,02/10/1977,24.0,Liguria,Unemployed,High School,0,6-10,No Response,,No Response,Female,Italy/Italian,165.00,64.96,60.00,132.28,0,Single,Don't Know,37.0,,,,,,Lg,44,36
4602,Italy,Genoa2 IT,19/10/2001,10:23:23,Yes,02/12/1979,21.9,Liguria,Sales/Marketing,Technical Training,0,4-6,Other,1999,Compact,Male,Italy/Italian,172.00,67.72,57.00,125.66,0,Single,Don't Know,42.0,48,85,33.5,78.5,30.9,,,
4603,Italy,Genoa2 IT,19/10/2001,11:27:23,Yes,02/06/1977,24.4,Liguria,Student,High School,0,4-6,Fiat,1998,Economy,Male,Italy/Italian,171.00,67.32,85.00,187.39,0,Single,Don't Know,43.0,52,100,39.4,78.5,30.9,,,
4604,Italy,Genoa2 IT,19/10/2001,11:29:34,Yes,05/05/1979,22.5,Liguria,Student,Some College,0,6-10,No Response,,No Response,Female,Italy/Italian,164.00,64.57,62.00,136.69,0,Single,Don't Know,38.0,,,,,,Lg,44,34b
4605,Italy,Genoa2 IT,19/10/2001,11:32:06,Yes,05/10/1980,21.0,Liguria,Student,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,160.00,62.99,56.00,123.46,0,Single,Don't Know,38.5,,,,,,Med,44,36b
4606,Italy,Genoa2 IT,19/10/2001,12:33:40,Yes,21/04/1979,22.5,Liguria,Unemployed,High School,0,No Response,No Response,,No Response,Female,Italy/Italian,157.00,61.81,65.00,143.30,0,Single,Don't Know,37.0,,,,,,Lg,46,34b
4607,Italy,Genoa2 IT,19/10/2001,14:46:40,Yes,17/04/1974,27.5,Liguria,Administrative Support,Some College,0,4-6,Other,1994,Economy,Female,Italy/Italian,160.00,62.99,49.00,108.03,0,Single,Don't Know,38.0,,,,,,Sm,40,32
4608,Italy,Genoa2 IT,19/10/2001,14:50:09,Yes,21/07/1961,40.2,Liguria,Administrative Support,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,162.00,63.78,50.00,110.23,0,Single,20MLira-29.9MLira,36.0,,,,,,Sm,42,Don't Know
4609,Italy,Genoa2 IT,19/10/2001,15:03:21,Yes,08/08/1983,18.2,No Response,Student,Middle School,0,6-10,No Response,,No Response,Male,Italy/Other,179.00,70.47,69.00,152.12,0,Single,Don't Know,42.0,46 or Smaller,75 or Smaller,29.5,83.5,32.9,,,
4610,Italy,Genoa2 IT,19/10/2001,16:07:53,Yes,26/07/1961,40.2,No Response,Health Diagnosing Occupation,Technical Training,1,6-10,No Response,,No Response,Female,Italy/Other,160.00,62.99,58.00,127.87,0,Married,Don't Know,36.0,,,,,,Med,42,32
4611,Italy,Genoa2 IT,19/10/2001,16:16:47,Yes,13/04/1962,39.5,Liguria,Construction,Middle School,0,More than 10,Fiat,1989,Economy,Male,Italy/Italian,174.00,68.50,94.00,207.23,0,Married,Don't Know,42.0,50,100,39.4,76,29.9,,,
4612,Italy,Genoa2 IT,22/10/2001,11:03:30,Yes,09/08/1982,19.2,Liguria,Unemployed,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,172.00,67.72,60.00,132.28,0,Single,Don't Know,39.0,,,,,,Med,44,34b
4613,Italy,Genoa2 IT,22/10/2001,11:08:12,Yes,08/01/1946,55.8,Liguria,Homemaker,High School,2,4-6,No Response,,No Response,Female,Italy/Italian,157.00,61.81,57.00,125.66,0,Married,30MLira-44.9MLira,37.0,,,,,,Med,44,36c
4614,Italy,Genoa2 IT,22/10/2001,11:35:07,Yes,01/06/1975,26.4,Liguria,Administrative Support,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,161.00,63.39,49.00,108.03,0,Single,10MLira-14.9MLira,35 or Smaller,,,,,,"X-Small,40",8,
4615,Italy,Genoa2 IT,22/10/2001,11:53:51,Yes,13/11/1945,55.9,Calabria,Retired,Middle School,2,0-1,No Response,,No Response,Female,Italy/Italian,156.00,61.42,65.00,143.30,0,Divorced,20MLira-29.9MLira,37.0,,,,,,XL,48,36d
4616,Italy,Genoa2 IT,22/10/2001,12:02:07,Yes,11/01/1977,24.8,Liguria,Unemployed,Masters,0,2-3,No Response,1999,No Response,Male,Italy/Italian,177.00,69.69,75.00,165.35,0,Single,30MLira-44.9MLira,43.0,50,85,33.5,81,31.9,,,
4617,Italy,Genoa2 IT,22/10/2001,12:20:54,Yes,07/06/1975,26.4,Liguria,Other Specialty Occupation,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,168.00,66.14,52.00,114.64,0,Single,60MLira-79.9MLira,38.0,,,,,,Med,42,34c
4618,Italy,Genoa2 IT,22/10/2001,14:54:55,Yes,24/01/1982,19.7,Liguria,Unemployed,High School,0,0-1,No Response,,No Response,Female,Italy/Italian,160.00,62.99,52.00,114.64,0,Single,Don't Know,36.5,,,,,,Med,44,32a
4619,Italy,Genoa2 IT,22/10/2001,16:24:35,Yes,09/01/1968,33.8,Liguria,Student,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,162.00,63.78,58.00,127.87,0,Single,Don't Know,36.0,,,,,,Lg,40,34
4620,Italy,Genoa2 IT,22/10/2001,17:22:37,Yes,27/05/1983,18.4,Liguria,Student,Middle School,0,No Response,No Response,,No Response,Male,Italy/Italian,183.00,72.05,65.00,143.30,0,Single,Don't Know,44 or Larger,50,75 or Smaller,29.5,86,33.9,,,
4621,Italy,Genoa2 IT,22/10/2001,17:26:28,Yes,27/09/1983,18.1,Sardegna,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,171.00,67.32,65.00,143.30,0,Single,Don't Know,41.5,48,75 or Smaller,29.5,73.5,28.9,,,
4622,Italy,Genoa2 IT,22/10/2001,17:43:43,Yes,30/06/1974,27.3,Liguria,Unemployed,Middle School,0,More than 10,No Response,,No Response,Female,Italy/Italian,170.00,66.93,70.00,154.32,0,Single,30MLira-44.9MLira,40.0,,,,,,XXL,50,40
4623,Italy,Genoa2 IT,23/10/2001,09:45:14,Yes,24/01/1975,26.7,Liguria,Sales/Marketing,Technical Training,0,More than 10,Other,2000,Compact,Male,Italy/Italian,173.00,68.11,73.00,160.94,0,Single,Don't Know,41.0,48,85,33.5,76,29.9,,,
4624,Italy,Genoa2 IT,23/10/2001,10:44:49,Yes,29/05/1975,26.4,Liguria,Other Specialty Occupation,High School,0,6-10,No Response,,No Response,Male,Italy/Italian,182.00,71.65,72.00,158.73,0,Single,Don't Know,44 or Larger,48,90,35.4,83.5,32.9,,,
4625,Italy,Genoa2 IT,23/10/2001,10:50:19,Yes,28/03/1954,47.6,Lazio,Administrative Support,High School,0,2-3,No Response,,No Response,Male,Italy/Italian,180.00,70.87,89.00,196.21,0,Divorced,45MLira-59.9MLira,43.5,56,105,41.3,83.5,32.9,,,
4626,Italy,Genoa2 IT,23/10/2001,12:39:20,Yes,19/06/1955,46.3,Liguria,Classroom Teacher,Masters,0,4-6,Volkswagen,1997,Compact,Female,Italy/Italian,172.00,67.72,65.00,143.30,0,No Response,20MLira-29.9MLira,38.0,,,,,,Med,44,36c
4627,Italy,Genoa2 IT,23/10/2001,14:22:24,Yes,17/09/1969,32.1,Liguria,Administrative Support,Masters,0,0-1,Honda,1999,Sports Car,Male,Italy/Italian,180.00,70.87,91.00,200.62,0,Single,20MLira-29.9MLira,43.0,52,95,37.4,83.5,32.9,,,
4628,Italy,Genoa2 IT,23/10/2001,14:56:36,Yes,21/04/1981,20.5,Liguria,Other Specialty Occupation,Middle School,0,6-10,No Response,,No Response,Female,Italy/Italian,160.00,62.99,52.00,114.64,0,Single,Don't Know,39.0,,,,,,"X-Small,40",40,
4629,Italy,Genoa2 IT,23/10/2001,15:00:07,Yes,13/06/1983,18.4,Liguria,Student,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,170.00,66.93,69.00,152.12,0,Single,Don't Know,42.5,48,75 or Smaller,29.5,73.5,28.9,,,
4630,Italy,Genoa2 IT,23/10/2001,15:40:11,Yes,06/09/1982,19.1,Not Born in Italy,Student,Middle School,0,0-1,No Response,,No Response,Female,Italy/Other,150.00,59.06,50.00,110.23,0,Single,Don't Know,38.0,,,,,,Med,40,34b
4631,Italy,Genoa2 IT,23/10/2001,15:44:43,Yes,24/04/1983,18.5,Liguria,Student,Middle School,0,2-3,No Response,,No Response,Male,Italy/Italian,175.00,68.90,60.00,132.28,0,Single,Don't Know,42.0,50,90,35.4,81,31.9,,,
4632,Italy,Genoa2 IT,23/10/2001,16:19:41,Yes,01/05/1981,20.5,Liguria,Student,High School,0,6-10,Nissan,1994,Economy,Male,Italy/Italian,169.00,66.54,66.00,145.51,0,Single,Don't Know,43.0,50,90,35.4,73.5,28.9,,,
4633,Italy,Genoa2 IT,23/10/2001,16:47:43,Yes,25/08/1969,32.2,Liguria,Administrative Support,Masters,0,2-3,Other,2001,Economy,Male,Italy/Italian,182.00,71.65,75.00,165.35,0,Single,45MLira-59.9MLira,43.0,52,95,37.4,88.5,34.8,,,
4634,Italy,Genoa2 IT,24/10/2001,10:22:41,Yes,07/12/1964,36.9,Liguria,Mechanic,High School,1,2-3,Volkswagen,1997,Intermediate,Male,Italy/Italian,180.00,70.87,80.00,176.37,0,Married,No Response,44 or Larger,52,90,35.4,83.5,32.9,,,
4635,Italy,Genoa2 IT,24/10/2001,10:38:20,Yes,06/04/1945,56.6,Emilia Romagna,Homemaker,Middle School,1,More than 10,No Response,,No Response,Female,Italy/Italian,168.00,66.14,57.00,125.66,0,Married,Don't Know,38.5,,,,,,Med,44,34
4636,Italy,Genoa2 IT,24/10/2001,10:42:41,Yes,17/11/1975,25.9,Liguria,Student,Some College,0,0-1,Fiat,1995,Economy,Female,Italy/Italian,172.00,67.72,56.00,123.46,0,Single,Don't Know,39.0,,,,,,Med,44,32
4637,Italy,Genoa2 IT,24/10/2001,10:47:53,Yes,12/05/1975,26.5,Liguria,Other Specialty Occupation,Masters,0,0-1,No Response,,No Response,Male,Italy/Italian,192.00,75.59,95.00,209.44,0,Single,Don't Know,44 or Larger,Don't Know,90,35.4,93.5,36.8,,,
4638,Italy,Genoa2 IT,24/10/2001,10:50:47,Yes,29/06/1964,37.3,Liguria,Unemployed,Middle School,0,0-1,Other,1983,Scooter,Male,Italy/Italian,174.00,68.50,79.00,174.17,0,Single,Less than 10MLira,43.0,Don't Know,95,37.4,76,29.9,,,
4639,Italy,Genoa2 IT,24/10/2001,14:29:22,Yes,18/11/1980,20.9,Liguria,Student,High School,0,0-1,Other,1985,Compact,Male,Italy/Italian,185.00,72.83,85.00,187.39,0,Single,Less than 10MLira,43.5,50,95,37.4,86,33.9,,,
4640,Italy,Genoa2 IT,24/10/2001,14:32:41,Yes,04/05/1981,20.5,Liguria,Student,Some College,0,6-10,Volkswagen,1999,Sports Car,Male,Italy/Italian,176.00,69.29,72.00,158.73,0,Single,No Response,42.5,48,90,35.4,78.5,30.9,,,
4641,Italy,Genoa2 IT,24/10/2001,14:41:10,Yes,26/06/1981,20.3,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,170.00,66.93,66.00,145.51,0,Single,Don't Know,41.0,48,90,35.4,76,29.9,,,
4642,Italy,Genoa2 IT,24/10/2001,15:34:14,Yes,24/07/1980,21.3,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,174.00,68.50,60.00,132.28,0,Single,Don't Know,43.0,48,85,33.5,78.5,30.9,,,
4643,Italy,Genoa2 IT,24/10/2001,17:06:43,Yes,05/07/1969,32.3,Liguria,Administrative Support,High School,0,0-1,Other,1994,Economy,Female,Italy/Italian,167.00,65.75,54.00,119.05,0,Single,No Response,38.0,,,,,,Sm,42,30 or Smaller
4644,Italy,Genoa2 IT,24/10/2001,17:11:40,Yes,24/02/1962,39.7,Emilia Romagna,Sales/Marketing,Masters,2,4-6,Alfa Romeo,1996,Full Size 4-Dr,Male,Italy/Italian,185.00,72.83,74.00,163.14,0,Single,Don't Know,43.5,52,90,35.4,96 or Larger,37.8 or Larger,,,
4645,Italy,Genoa2 IT,25/10/2001,10:44:21,Yes,15/06/1974,27.4,Liguria,Unemployed,Middle School,0,2-3,Fiat,1998,Economy,Female,Italy/Italian,158.00,62.20,56.00,123.46,0,Single,Don't Know,35 or Smaller,,,,,,Sm,44,32
4646,Italy,Genoa2 IT,25/10/2001,11:11:20,Yes,11/05/1981,20.5,Liguria,Student,Some College,0,More than 10,No Response,,No Response,Female,Italy/Italian,168.00,66.14,63.00,138.89,0,Single,Don't Know,41.5,,,,,,Med,44,36a
4647,Italy,Genoa2 IT,25/10/2001,11:26:15,Yes,23/09/1981,20.1,No Response,Student,Some College,0,6-10,No Response,,No Response,Female,Italy/Italian,161.00,63.39,50.00,110.23,0,Single,No Response,37.5,,,,,,Sm,40,32b
4648,Italy,Genoa2 IT,25/10/2001,11:43:16,Yes,17/04/1982,19.5,Liguria,Unemployed,High School,0,4-6,No Response,,No Response,Male,Italy/Italian,177.00,69.69,68.00,149.91,0,Single,Don't Know,41.0,48,80,31.5,76,29.9,,,
4649,Italy,Genoa2 IT,25/10/2001,14:29:20,Yes,23/11/1969,31.9,Liguria,Unemployed,High School,0,0-1,Don't Know,,Don't Know,Male,Italy/Italian,171.00,67.32,71.50,157.63,0,Married,Don't Know,40.5,50,85,33.5,76,29.9,,,
4650,Italy,Genoa2 IT,25/10/2001,15:09:30,No,18/09/1963,38.1,Liguria,Administrative Support,High School,3,6-10,Volkswagen,1998,Sports Car,Male,Italy/Italian,185.00,72.83,86.00,189.60,0,Divorced,60MLira-79.9MLira,43.0,54,95,37.4,88.5,34.8,,,
4651,Italy,Genoa2 IT,25/10/2001,15:26:49,Yes,15/12/1977,23.9,Liguria,Student,Some College,0,2-3,No Response,,No Response,Male,Italy/Italian,177.00,69.69,65.00,143.30,0,Single,Don't Know,43.0,46 or Smaller,85,33.5,81,31.9,,,
4652,Italy,Genoa2 IT,25/10/2001,16:19:33,Yes,15/05/1977,24.4,Liguria,Student,Some College,0,6-10,Other,1999,Economy,Male,Italy/Italian,179.00,70.47,70.00,154.32,0,Single,No Response,42.5,50,85,33.5,81,31.9,,,
4653,Italy,Genoa2 IT,25/10/2001,16:44:33,Yes,28/10/1967,34.0,Liguria,Administrative Support,High School,2,4-6,Volkswagen,1999,Station Wagon,Male,Italy/Italian,178.00,70.08,72.00,158.73,0,Married,60MLira-79.9MLira,43.0,52,90,35.4,81,31.9,,,
4654,Italy,Genoa2 IT,25/10/2001,17:13:32,Yes,30/01/1981,20.7,Liguria,Student,Some College,0,4-6,Other,1997,Sports Car,Female,Italy/Italian,167.00,65.75,48.00,105.82,0,Single,80MLira-100MLira,39.0,,,,,,"X-Small,38",1,
4655,Italy,Genoa2 IT,26/10/2001,10:16:12,Yes,22/10/1949,52.0,Liguria,Homemaker,Elementary School,2,2-3,No Response,,No Response,Female,Italy/Italian,158.00,62.20,60.00,132.28,0,Married,No Response,37.0,,,,,,Med,44,36c
4656,Italy,Genoa2 IT,25/10/2001,17:08:12,Yes,06/04/1969,32.6,Liguria,Administrative Support,Technical Training,2,6-10,Fiat,2000,Economy,Female,Italy/Italian,167.00,65.75,54.00,119.05,0,Married,No Response,37.5,,,,,,Sm,40,30 or Smaller
4657,Italy,Genoa2 IT,26/10/2001,10:24:15,Yes,09/06/1946,55.4,Campania,Retired,Middle School,2,2-3,Fiat,1974,Economy,Male,Italy/Italian,173.00,68.11,78.00,171.96,0,Married,20MLira-29.9MLira,41.0,52,95,37.4,76,29.9,,,
4658,Italy,Genoa2 IT,26/10/2001,10:28:07,Yes,20/01/1976,25.8,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,162.00,63.78,52.00,114.64,0,Single,Don't Know,40.0,46 or Smaller,85,33.5,68.5,27.0,,,
4659,Italy,Genoa2 IT,26/10/2001,14:07:00,Yes,02/05/1980,21.5,Liguria,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,158.00,62.20,54.00,119.05,0,Single,Don't Know,36.5,,,,,,Med,42,32c
4660,Italy,Genoa2 IT,26/10/2001,14:48:38,Yes,29/07/1974,27.2,Liguria,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,160.00,62.99,55.00,121.25,0,Single,Don't Know,36.0,,,,,,Sm,42,34b
4661,Italy,Genoa2 IT,26/10/2001,15:15:39,Yes,04/08/1976,25.2,Liguria,Sales/Marketing,Middle School,0,More than 10,No Response,,No Response,Male,Italy/Italian,180.00,70.87,79.00,174.17,0,Single,No Response,44 or Larger,50,85,33.5,83.5,32.9,,,
4662,Italy,Genoa2 IT,27/10/2001,10:04:46,Yes,09/09/1966,35.1,Liguria,Administrative Support,High School,0,2-3,No Response,,No Response,Female,Italy/Italian,163.00,64.17,43.00,94.80,0,Single,Don't Know,37.0,,,,,,Sm,42,32b
4663,Italy,Genoa2 IT,27/10/2001,10:27:12,Yes,25/09/1979,22.1,Liguria,Homemaker,Middle School,2,2-3,No Response,,No Response,Female,Italy/Italian,150.00,59.06,52.00,114.64,0,Divorced,Don't Know,36.0,,,,,,Lg,46,Don't Know
4664,Italy,Genoa2 IT,27/10/2001,10:31:26,Yes,23/04/1945,56.5,Liguria,Machine Operator,Elementary School,1,6-10,No Response,,No Response,Female,Italy/Italian,175.00,68.90,101.00,222.67,0,Married,30MLira-44.9MLira,40.0,,,,,,XL,56,42d
4665,Italy,Genoa2 IT,27/10/2001,11:11:25,Yes,04/10/1982,19.1,Liguria,Administrative Support,High School,0,4-6,No Response,,No Response,Female,Italy/Italian,155.00,61.02,46.00,101.41,0,Single,Don't Know,36.5,,,,,,Sm,38,32
4666,Italy,Genoa2 IT,27/10/2001,11:14:36,Yes,01/02/1964,37.7,Liguria,Administrative Support,High School,0,4-6,Ford,1991,Economy,Female,Italy/Italian,165.00,64.96,81.00,178.57,0,Divorced,20MLira-29.9MLira,36.5,,,,,,Med,46,36c
4667,Italy,Genoa2 IT,27/10/2001,12:04:25,Yes,29/03/1942,59.6,Calabria,Retired,Middle School,1,More than 10,Other,1990,Economy,Male,Italy/Italian,175.00,68.90,70.00,154.32,0,Married,30MLira-44.9MLira,42.0,52,Don't Know,Don't Know,Don't Know,Don't Know,,,
4668,Italy,Genoa2 IT,27/10/2001,12:28:08,Yes,14/06/1982,19.4,Lombardia,Administrative Support,Middle School,0,4-6,No Response,,No Response,Female,Italy/Italian,165.00,64.96,46.80,103.18,0,Single,10MLira-14.9MLira,38.0,,,,,,"X-Small,38",40,
4669,Italy,Genoa2 IT,27/10/2001,12:38:04,Yes,09/08/1974,27.2,Liguria,Administrative Support,High School,0,4-6,GMC,1999,Sports Car,Male,Italy/Italian,190.00,74.80,69.00,152.12,0,Single,No Response,43.5,52,80,31.5,96 or Larger,37.8 or Larger,,,
4670,Italy,Genoa2 IT,27/10/2001,12:48:59,Yes,26/10/1970,31.0,Liguria,Classroom Teacher,High School,0,More than 10,No Response,,No Response,Female,Italy/Italian,170.00,66.93,57.00,125.66,0,Divorced,No Response,38.0,,,,,,Med,42,34b
4671,Italy,Genoa2 IT,27/10/2001,13:32:58,Yes,21/09/1970,31.1,Liguria,Administrative Support,Masters,0,2-3,No Response,,No Response,Female,Italy/Italian,167.00,65.75,53.00,116.84,0,Single,Don't Know,37.5,,,,,,Med,40,34b
4672,Italy,Genoa2 IT,27/10/2001,14:16:45,Yes,16/07/1970,31.3,Lombardia,Administrative Support,Technical Training,0,0-1,Nissan,1997,Economy,Female,Italy/Italian,165.00,64.96,55.00,121.25,0,Single,Don't Know,36.0,,,,,,Med,40,32b
4673,Italy,Genoa2 IT,29/10/2001,10:05:22,Yes,20/03/1980,21.6,Liguria,Administrative Support,High School,0,6-10,Fiat,1998,Sports Car,Female,Italy/Italian,165.00,64.96,54.00,119.05,0,Single,Don't Know,38.0,,,,,,Sm,44,32
4674,Italy,Genoa2 IT,29/10/2001,11:14:42,Yes,05/06/1971,30.4,Liguria,Administrative Support,Masters,0,4-6,Fiat,1992,Economy,Female,Italy/Italian,155.00,61.02,53.00,116.84,0,Single,30MLira-44.9MLira,35.5,,,,,,Med,42,34c
4675,Italy,Genoa2 IT,29/10/2001,11:21:25,Yes,02/01/1964,37.8,Liguria,Administrative Support,Technical Training,0,2-3,No Response,,No Response,Male,Italy/Italian,177.00,69.69,66.00,145.51,0,Divorced,15MLira-19.9MLira,42.5,50,90,35.4,81,31.9,,,
4676,Italy,Genoa2 IT,29/10/2001,12:09:47,Yes,04/09/1975,26.2,Liguria,Student,Some College,0,6-10,No Response,,No Response,Male,Italy/Italian,178.00,70.08,78.00,171.96,0,Single,Don't Know,42.0,52,90,35.4,81,31.9,,,
4677,Italy,Genoa2 IT,29/10/2001,12:19:00,Yes,29/08/1979,22.2,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,170.00,66.93,63.00,138.89,0,Single,30MLira-44.9MLira,43.0,48,80,31.5,73.5,28.9,,,
4678,Italy,Genoa2 IT,29/10/2001,12:23:43,Yes,07/06/1973,28.4,Liguria,Unemployed,Masters,0,0-1,Other,1998,Station Wagon,Male,Italy/Italian,180.00,70.87,85.00,187.39,0,Single,Don't Know,43.0,52,90,35.4,83.5,32.9,,,
4679,Italy,Genoa2 IT,29/10/2001,12:33:02,Yes,08/07/1983,18.3,Liguria,Student,Middle School,No Response,No Response,No Response,,No Response,Female,Italy/Italian,162.00,63.78,54.00,119.05,0,Single,Don't Know,39.0,,,,,,Med,42,30 or Smaller
4680,Italy,Genoa2 IT,29/10/2001,14:40:35,Yes,08/09/1976,25.1,Liguria,Unemployed,Masters,0,0-1,No Response,,No Response,Female,Italy/Italian,170.00,66.93,56.00,123.46,0,Single,Don't Know,39.5,,,,,,Med,44,36c
4681,Italy,Genoa2 IT,29/10/2001,14:44:22,Yes,15/05/1975,26.5,Not Born in Italy,Sales/Marketing,High School,0,2-3,No Response,,No Response,Male,Italy/Other,171.00,67.32,93.00,205.03,0,Single,No Response,44 or Larger,52,100,39.4,76,29.9,,,
4682,Italy,Genoa2 IT,29/10/2001,15:15:26,Yes,06/11/1972,29.0,Liguria,Administrative Support,Some College,0,2-3,Nissan,1996,Economy,Male,Italy/Italian,170.00,66.93,64.00,141.10,0,Single,30MLira-44.9MLira,41.5,48,85,33.5,73.5,28.9,,,
4683,Italy,Genoa2 IT,29/10/2001,16:34:13,Yes,02/01/1982,19.8,Liguria,Student,Some College,0,0-1,No Response,,No Response,Male,Italy/Italian,192.00,75.59,75.00,165.35,0,Single,20MLira-29.9MLira,44 or Larger,50,90,35.4,96 or Larger,37.8 or Larger,,,
4684,Italy,Genoa2 IT,29/10/2001,16:56:22,Yes,27/11/1979,21.9,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,162.00,63.78,59.00,130.07,0,Single,Don't Know,37.5,,,,,,Med,44,32c
4685,Italy,Genoa2 IT,29/10/2001,17:16:12,Yes,13/08/1974,27.2,Liguria,Student,Some College,0,2-3,Other,2001,Economy,Female,Italy/Italian,168.00,66.14,69.00,152.12,0,Single,Don't Know,40.0,,,,,,Lg,44,36b
4686,Italy,Genoa2 IT,29/10/2001,18:02:16,Yes,08/09/1979,22.1,Liguria,Student,High School,0,More than 10,No Response,,No Response,Female,Italy/Italian,170.00,66.93,62.00,136.69,0,Single,Don't Know,37.0,,,,,,Med,44,34c
4687,Italy,Genoa2 IT,30/10/2001,10:21:27,No,25/10/1977,24.0,Liguria,Student,Doctorate,0,4-6,No Response,,No Response,Male,Italy/Italian,186.00,73.23,65.00,143.30,0,Single,No Response,44 or Larger,48,80,31.5,88.5,34.8,,,
4688,Italy,Genoa2 IT,30/10/2001,10:33:16,Yes,31/10/1978,23.0,Liguria,Unemployed,High School,No Response,6-10,Ford,1995,Station Wagon,Male,Italy/Italian,197.00,77.56,90.00,198.42,0,Single,Don't Know,44 or Larger,Don't Know,95,37.4,96 or Larger,37.8 or Larger,,,
4689,Italy,Genoa2 IT,30/10/2001,10:37:33,Yes,05/12/1975,25.9,Liguria,Student,Some College,0,4-6,No Response,,No Response,Male,Italy/Italian,169.00,66.54,66.00,145.51,0,Single,45MLira-59.9MLira,41.0,Don't Know,85,33.5,71,28.0,,,
4690,Italy,Genoa2 IT,30/10/2001,13:23:43,Yes,19/11/1979,21.9,Liguria,Unemployed,High School,0,More than 10,No Response,,No Response,Male,Italy/Italian,182.00,71.65,58.00,127.87,0,Single,No Response,43.5,Don't Know,Don't Know,Don't Know,83.5,32.9,,,
4691,Italy,Genoa2 IT,30/10/2001,11:47:58,Yes,13/03/1982,19.6,Liguria,Student,Some College,0,2-3,No Response,,No Response,Female,Italy/Italian,165.00,64.96,52.00,114.64,0,Single,Don't Know,38.5,,,,,,Med,42,34b
4692,Italy,Genoa2 IT,30/10/2001,11:52:56,Yes,07/11/1936,65.0,Sicilia,Retired,Masters,3,4-6,Fiat,1989,Economy,Male,Italy/Italian,170.00,66.93,75.00,165.35,0,Married,30MLira-44.9MLira,42.0,52,105,41.3,76,29.9,,,
4693,Italy,Genoa2 IT,30/10/2001,12:35:21,Yes,07/03/1937,64.6,Lombardia,Retired,Masters,3,2-3,Other,1999,Intermediate,Female,Italy/Italian,160.00,62.99,59.00,130.07,0,Married,60MLira-79.9MLira,39.0,,,,,,Med,48,34
4694,Italy,Genoa2 IT,30/10/2001,13:02:47,Yes,16/01/1977,24.8,Liguria,Student,Some College,0,0-1,No Response,,No Response,Female,Italy/Italian,160.00,62.99,51.00,112.44,0,Single,Don't Know,38.5,,,,,,Med,42,32c
4695,Italy,Genoa2 IT,30/10/2001,13:13:25,Yes,14/08/1979,22.2,Liguria,Student,Some College,0,4-6,Fiat,1996,Economy,Female,Italy/Italian,172.00,67.72,55.00,121.25,0,Single,Don't Know,39.0,,,,,,Med,40,32c
4696,Italy,Genoa2 IT,30/10/2001,13:52:35,Yes,05/08/1966,35.2,Liguria,Homemaker,Some College,1,More than 10,Fiat,1996,Economy,Female,Italy/Italian,164.00,64.57,52.00,114.64,0,Married,No Response,37.0,,,,,,Sm,40,34a
4697,Italy,Genoa2 IT,30/10/2001,15:09:47,Yes,12/12/1982,18.9,Liguria,Student,High School,0,0-1,No Response,,No Response,Male,Italy/Italian,175.00,68.90,60.00,132.28,0,Single,Don't Know,41.0,50,80,31.5,81,31.9,,,
4698,Italy,Genoa2 IT,30/10/2001,15:48:40,Yes,16/01/1983,18.8,Liguria,Student,Middle School,0,6-10,No Response,,No Response,Male,Italy/Italian,165.00,64.96,63.00,138.89,0,Single,Don't Know,40.5,48,85,33.5,71,28.0,,,
4699,Italy,Genoa2 IT,30/10/2001,16:11:19,Yes,29/05/1977,24.4,Piemonta,Student,Some College,0,6-10,No Response,,Don't Know,Female,Italy/Italian,171.00,67.32,56.00,123.46,0,Single,Don't Know,39.0,,,,,,Med,42,32
4700,Italy,Genoa2 IT,30/10/2001,16:34:21,Yes,20/06/1976,25.4,Liguria,Unemployed,High School,0,4-6,Other,1996,Economy,Male,Italy/Italian,170.00,66.93,69.00,152.12,0,Single,Don't Know,41.0,50,80,31.5,Don't Know,Don't Know,,,
